%SECTION%1%;Nodes;
%FIELDS%;node_id;x;y;lat;lon;name;specification;
%DESRIPTION%;ID;x-coordination;y-coordination;latitude;longitude;name;{'', gate, runway, holding_point, intermediate};
;E5;25.2680173;51.566083;25.2680173;51.566083;E5;gate;
;N95;25.268843;51.564271;25.268843;51.564271;N95;;
;N96;25.2675718;51.564826;25.2675718;51.564826;N96;;
;N97;25.2655609;51.565722;25.2655609;51.565722;N97;;
;N98;25.2679259;51.571994;25.2679259;51.571994;N98;;
;E11;25.2659346;51.566713;25.2659346;51.566713;E11;gate;
;E12;25.2662112;51.567447;25.2662112;51.567447;E12;gate;
;E13;25.2664848;51.568172;25.2664848;51.568172;E13;gate;
;E15;25.2670445;51.569656;25.2670445;51.569656;E15;gate;
;E16;25.2673219;51.570392;25.2673219;51.570392;E16;gate;
;E17;25.2675985;51.571126;25.2675985;51.571126;E17;gate;
;E14;25.266759;51.568899;25.266759;51.568899;E14;gate;
;N100;25.2671259;51.566167;25.2671259;51.566167;N100;;
;N101;25.267663;51.567637;25.267663;51.567637;N101;;
;N102;25.2679334;51.568387;25.2679334;51.568387;N102;;
;N103;25.2681978;51.569136;25.2681978;51.569136;N103;;
;N104;25.2684538;51.56986;25.2684538;51.56986;N104;;
;N105;25.2687213;51.570617;25.2687213;51.570617;N105;;
;N106;25.2642542;51.566304;25.2642542;51.566304;N106;;
;N107;25.2665665;51.572589;25.2665665;51.572589;N107;;
;E18;25.2646121;51.567277;25.2646121;51.567277;E18;gate;
;E19;25.2648891;51.56803;25.2648891;51.56803;E19;gate;
;E20;25.2651613;51.56877;25.2651613;51.56877;E20;gate;
;E21;25.265422;51.569478;25.265422;51.569478;E21;gate;
;E24;25.2662297;51.571674;25.2662297;51.571674;E24;gate;
;E22;25.2657046;51.570247;25.2657046;51.570247;E22;gate;
;E23;25.2659637;51.570951;25.2659637;51.570951;E23;gate;
;N108;25.265071;51.572184;25.265071;51.572184;N108;;
;N109;25.2648188;51.571477;25.2648188;51.571477;N109;;
;N110;25.2645542;51.57074;25.2645542;51.57074;N110;;
;N111;25.2642912;51.570007;25.2642912;51.570007;N111;;
;N112;25.2640149;51.569237;25.2640149;51.569237;N112;;
;N113;25.2637531;51.568507;25.2637531;51.568507;N113;;
;N114;25.2634921;51.56778;25.2634921;51.56778;N114;;
;N115;25.263564;51.573847;25.263564;51.573847;N115;;
;E27;25.2631963;51.572795;25.2631963;51.572795;E27;gate;
;E26;25.2637955;51.572516;25.2637955;51.572516;E26;gate;
;E25;25.264392;51.572238;25.264392;51.572238;E25;gate;
;N119;25.2647813;51.573352;25.2647813;51.573352;N119;;
;N120;25.2641748;51.573598;25.2641748;51.573598;N120;;
;N121;25.2648479;51.573325;25.2648479;51.573325;N121;;
;E28;25.2652016;51.574335;25.2652016;51.574335;E28;gate;
;N123;25.2661486;51.575051;25.2661486;51.575051;N123;;
;E31;25.2655066;51.57537;25.2655066;51.57537;E31;gate;
;N125;25.266017;51.574714;25.266017;51.574714;N125;;
;E30;25.2653829;51.575012;25.2653829;51.575012;E30;gate;
;N127;25.2658854;51.574376;25.2658854;51.574376;N127;;
;E29;25.265271;51.57466;25.265271;51.57466;E29;gate;
;A18;25.2593845;51.562366;25.2593845;51.562366;A18;gate;
;N131;25.2598615;51.563645;25.2598615;51.563645;N131;;
;A17;25.2600316;51.56208;25.2600316;51.56208;A17;gate;
;N133;25.2604653;51.563378;25.2604653;51.563378;N133;;
;A16;25.26062;51.561821;25.26062;51.561821;A16;gate;
;N135;25.2610758;51.563109;25.2610758;51.563109;N135;;
;A15;25.2612238;51.561554;25.2612238;51.561554;A15;gate;
;N137;25.2617079;51.562829;25.2617079;51.562829;N137;;
;A14;25.261806;51.561297;25.261806;51.561297;A14;gate;
;N139;25.2622833;51.562575;25.2622833;51.562575;N139;;
;A13;25.2624148;51.561029;25.2624148;51.561029;A13;gate;
;N141;25.262868;51.562317;25.262868;51.562317;N141;;
;A12;25.2630303;51.560757;25.2630303;51.560757;A12;gate;
;N143;25.2634642;51.562053;25.2634642;51.562053;N143;;
;N144;25.2640371;51.561797;25.2640371;51.561797;N144;;
;N145;25.2631804;51.559347;25.2631804;51.559347;N145;;
;N146;25.2652244;51.558494;25.2652244;51.558494;N146;;
;N147;25.2661217;51.560864;25.2661217;51.560864;N147;;
;W5;25.2629035;51.558605;25.2629035;51.558605;W5;gate;
;W4;25.2634573;51.558325;25.2634573;51.558325;W4;gate;
;N150;25.2637358;51.559115;25.2637358;51.559115;N150;;
;W3;25.264011;51.558084;25.264011;51.558084;W3;gate;
;N152;25.2642814;51.558888;25.2642814;51.558888;N152;;
;W2;25.2645411;51.557966;25.2645411;51.557966;W2;gate;
;N154;25.264782;51.558679;25.264782;51.558679;N154;;
;W1;25.2650359;51.557817;25.2650359;51.557817;W1;gate;
;N156;25.2636616;51.559146;25.2636616;51.559146;N156;;
;W6;25.2639521;51.559966;25.2639521;51.559966;W6;gate;
;N158;25.2640485;51.558985;25.2640485;51.558985;N158;;
;W7;25.2643173;51.559816;25.2643173;51.559816;W7;gate;
;A11;25.2642161;51.560499;25.2642161;51.560499;A11;gate;
;N161;25.2646065;51.561542;25.2646065;51.561542;N161;;
;A10;25.2646873;51.560251;25.2646873;51.560251;A10;gate;
;N163;25.2651043;51.561319;25.2651043;51.561319;N163;;
;A9;25.2651939;51.560056;25.2651939;51.560056;A9;gate;
;N165;25.2655859;51.561104;25.2655859;51.561104;N165;;
;A6;25.2698531;51.557745;25.2698531;51.557745;A6;gate;
;N167;25.2703189;51.558991;25.2703189;51.558991;N167;;
;A5;25.2704597;51.557446;25.2704597;51.557446;A5;gate;
;N169;25.2709174;51.558748;25.2709174;51.558748;N169;;
;A4;25.2710959;51.557185;25.2710959;51.557185;A4;gate;
;N171;25.2715211;51.558503;25.2715211;51.558503;N171;;
;A3;25.2716908;51.556931;25.2716908;51.556931;A3;gate;
;N173;25.2721628;51.558275;25.2721628;51.558275;N173;;
;A2;25.2722857;51.556658;25.2722857;51.556658;A2;gate;
;A1;25.2728747;51.556364;25.2728747;51.556364;A1;gate;
;N176;25.2733871;51.557713;25.2733871;51.557713;N176;;
;A1N;25.2742411;51.557328;25.2742411;51.557328;A1N;gate;
;N177;25.27278;51.55806;25.27278;51.55806;N177;;
;N178;25.2424878;51.5713283;25.2424878;51.5713283;N178;;
;N179;25.251094;51.5675172;25.251094;51.5675172;N179;;
;N180;25.25039;51.5678293;25.25039;51.5678293;N180;;
;N181;25.2509305;51.5681604;25.2509305;51.5681604;N181;;
;N182;25.2525233;51.5708348;25.2525233;51.5708348;N182;;
;N183;25.2518802;51.5706181;25.2518802;51.5706181;N183;;
;N184;25.2593915;51.5638528;25.2593915;51.5638528;N184;;
;N185;25.265925;51.5603447;25.265925;51.5603447;N185;;
;N186;25.2653942;51.5589429;25.2653942;51.5589429;N186;;
;N187;25.2633349;51.5597896;25.2633349;51.5597896;N187;;
;N188;25.2669998;51.5612952;25.2669998;51.5612952;N188;;
;N189;25.2672023;51.5603804;25.2672023;51.5603804;N189;;
;N190;25.2700824;51.5590911;25.2700824;51.5590911;N190;;
;N191;25.2680402;51.5640766;25.2680402;51.5640766;N191;;
;N192;25.2656895;51.5653458;25.2656895;51.5653458;N192;;
;N193;25.2636594;51.5665691;25.2636594;51.5665691;N193;;
;N194;25.2623089;51.5664885;25.2623089;51.5664885;N194;;
;N195;25.2660213;51.5728284;25.2660213;51.5728284;N195;;
;N196;25.2639521;51.561542;25.2639521;51.561542;N196;;
;N200;25.27333495;51.5591175;25.27333495;51.5591175;N200;;
;N201;25.27121925;51.5586255;25.27121925;51.5586255;N201;;
;N202;25.27061815;51.5588695;25.27061815;51.5588695;N202;;
;N203;25.2664286;51.5607265;25.2664286;51.5607265;N203;;
;N204;25.2658538;51.560984;25.2658538;51.560984;N204;;
;N205;25.2643218;51.5616695;25.2643218;51.5616695;N205;;
;N206;25.26375065;51.561925;25.26375065;51.561925;N206;;
;N207;25.263135;51.562199;25.263135;51.562199;N207;;
;N208;25.26257565;51.562446;25.26257565;51.562446;N208;;
;N209;25.2619956;51.562702;25.2619956;51.562702;N209;;
;N210;25.26139185;51.562969;25.26139185;51.562969;N210;;
;N211;25.26077055;51.5632435;25.26077055;51.5632435;N211;;
;N212;25.2601634;51.5635115;25.2601634;51.5635115;N212;;
;N213;25.2515820882;51.5673016471;25.2515820882;51.5673016471;N213;;
;N214;25.2520701765;51.5670860941;25.2520701765;51.5670860941;N214;;
;N215;25.2525582647;51.5668705412;25.2525582647;51.5668705412;N215;;
;N216;25.2530463529;51.5666549882;25.2530463529;51.5666549882;N216;;
;N217;25.2535344412;51.5664394353;25.2535344412;51.5664394353;N217;;
;N218;25.2540225294;51.5662238824;25.2540225294;51.5662238824;N218;;
;N219;25.2545106176;51.5660083294;25.2545106176;51.5660083294;N219;;
;N220;25.2549987059;51.5657927765;25.2549987059;51.5657927765;N220;;
;N221;25.2554867941;51.5655772235;25.2554867941;51.5655772235;N221;;
;N222;25.2559748824;51.5653616706;25.2559748824;51.5653616706;N222;;
;N223;25.2564629706;51.5651461176;25.2564629706;51.5651461176;N223;;
;N224;25.2569510588;51.5649305647;25.2569510588;51.5649305647;N224;;
;N225;25.2574391471;51.5647150118;25.2574391471;51.5647150118;N225;;
;N226;25.2579272353;51.5644994588;25.2579272353;51.5644994588;N226;;
;N227;25.2584153235;51.5642839059;25.2584153235;51.5642839059;N227;;
;N228;25.2589034118;51.5640683529;25.2589034118;51.5640683529;N228;;
;N229;25.2475403667;51.569076;25.2475403667;51.569076;N229;;
;N230;25.2480268333;51.56887;25.2480268333;51.56887;N230;;
;N231;25.2455575;51.5699585;25.2455575;51.5699585;N231;;
;N232;25.2460563;51.569733;25.2460563;51.569733;N232;;
;N233;25.2465551;51.5695075;25.2465551;51.5695075;N233;;
;N234;25.2429162833;51.5711375833;25.2429162833;51.5711375833;N234;;
;N235;25.2433447667;51.5709468667;25.2433447667;51.5709468667;N235;;
;N236;25.24377325;51.57075615;25.24377325;51.57075615;N236;;
;N237;25.2442017333;51.5705654333;25.2442017333;51.5705654333;N237;;
;N238;25.2446302167;51.5703747167;25.2446302167;51.5703747167;N238;;
;N239;25.247205275;51.569707;25.247205275;51.569707;N239;;
;N240;25.24735665;51.570132;25.24735665;51.570132;N240;;
;N241;25.247508025;51.570557;25.247508025;51.570557;N241;;
;N242;25.245213975;51.5706045;25.245213975;51.5706045;N242;;
;N243;25.24536925;51.571025;25.24536925;51.571025;N243;;
;N244;25.245524525;51.5714455;25.245524525;51.5714455;N244;;
;N245;25.26325455;51.5623555;25.26325455;51.5623555;N245;;
;N246;25.2626672333;51.563334;25.2626672333;51.563334;N246;;
;N247;25.2628871667;51.562982;25.2628871667;51.562982;N247;;
;N248;25.2619039667;51.5642866667;25.2619039667;51.5642866667;N248;;
;N249;25.2621756333;51.5639863333;25.2621756333;51.5639863333;N249;;
;N250;25.2613218;51.5648535;25.2613218;51.5648535;N250;;
;N251;25.2627992;51.565821;25.2627992;51.565821;N251;;
;N252;25.2626713;51.565437;25.2626713;51.565437;N252;;
;N253;25.2630338;51.5665025;25.2630338;51.5665025;N253;;
;N254;25.2633163;51.56729;25.2633163;51.56729;N254;;
;N255;25.2636226;51.5681435;25.2636226;51.5681435;N255;;
;N256;25.263884;51.568872;25.263884;51.568872;N256;;
;N257;25.26415305;51.569622;25.26415305;51.569622;N257;;
;N258;25.2644227;51.5703735;25.2644227;51.5703735;N258;;
;N259;25.2646865;51.5711085;25.2646865;51.5711085;N259;;
;N260;25.2671866;51.5617936;25.2671866;51.5617936;N260;;
;N261;25.26516515;51.565297;25.26516515;51.565297;N261;;
;N262;25.2646408;51.5652482;25.2646408;51.5652482;N262;;
;N263;25.26411645;51.5651994;25.26411645;51.5651994;N263;;
;N264;25.2635921;51.5651506;25.2635921;51.5651506;N264;;
;N265;25.26306775;51.5651018;25.26306775;51.5651018;N265;;
;N266;25.2604143667;51.565782;25.2604143667;51.565782;N266;;
;N267;25.2607128333;51.565451;25.2607128333;51.565451;N267;;
;N268;25.26717065;51.5650085;25.26717065;51.5650085;N268;;
;N269;25.26789165;51.56468;25.26789165;51.56468;N269;;
;N270;25.26852725;51.5644025;25.26852725;51.5644025;N270;;
;N271;25.2691607;51.5641385;25.2691607;51.5641385;N271;;
;N272;25.26979035;51.5638765;25.26979035;51.5638765;N272;;
;N273;25.2712352;51.5641855;25.2712352;51.5641855;N273;;
;N274;25.27146655;51.564864;25.27146655;51.564864;N274;;
;N275;25.2716999;51.565549;25.2716999;51.565549;N275;;
;N276;25.27083665;51.566746;25.27083665;51.566746;N276;;
;N277;25.2702069;51.567021;25.2702069;51.567021;N277;;
;N278;25.2695772;51.567296;25.2695772;51.567296;N278;;
;N279;25.26894895;51.5675705;25.26894895;51.5675705;N279;;
;N280;25.2682255;51.5678865;25.2682255;51.5678865;N280;;
;N281;25.2680656;51.5687615;25.2680656;51.5687615;N281;;
;N282;25.2683258;51.569498;25.2683258;51.569498;N282;;
;N283;25.26858755;51.5702385;25.26858755;51.5702385;N283;;
;N284;25.2688215;51.5709005;25.2688215;51.5709005;N284;;
;N285;25.26833335;51.5718155;25.26833335;51.5718155;N285;;
;N286;25.2670196333;51.5723906667;25.2670196333;51.5723906667;N286;;
;N287;25.2674727667;51.5721923333;25.2674727667;51.5721923333;N287;;
;N288;25.2662939;51.5727087;25.2662939;51.5727087;N288;;
;N289;25.26523055;51.572644;25.26523055;51.572644;N289;;
;N290;25.26752965;51.567272;25.26752965;51.567272;N290;;
;N291;25.2669477;51.565679;25.2669477;51.565679;N291;;
;N292;25.26339995;51.56668455;25.26339995;51.56668455;N292;;
;N293;25.2651253333;51.565916;25.2651253333;51.565916;N293;;
;N294;25.2646897667;51.56611;25.2646897667;51.56611;N294;;
;N295;25.2659225;51.5655615;25.2659225;51.5655615;N295;;
;N296;25.2618596111;51.5666943333;25.2618596111;51.5666943333;N296;;
;N297;25.2614103222;51.5669001667;25.2614103222;51.5669001667;N297;;
;N298;25.2609610333;51.567106;25.2609610333;51.567106;N298;;
;N299;25.2605117444;51.5673118333;25.2605117444;51.5673118333;N299;;
;N300;25.2600624556;51.5675176667;25.2600624556;51.5675176667;N300;;
;N301;25.2596131667;51.5677235;25.2596131667;51.5677235;N301;;
;N302;25.2591638778;51.5679293333;25.2591638778;51.5679293333;N302;;
;N303;25.2587145889;51.5681351667;25.2587145889;51.5681351667;N303;;
;N304;25.2577868;51.5685488167;25.2577868;51.5685488167;N304;;
;N305;25.2573083;51.5687566333;25.2573083;51.5687566333;N305;;
;N306;25.2568298;51.56896445;25.2568298;51.56896445;N306;;
;N307;25.2563513;51.5691722667;25.2563513;51.5691722667;N307;;
;N308;25.2558728;51.5693800833;25.2558728;51.5693800833;N308;;
;N309;25.2553943;51.5695879;25.2553943;51.5695879;N309;;
;N310;25.2549158;51.5697957167;25.2549158;51.5697957167;N310;;
;N311;25.2544373;51.5700035333;25.2544373;51.5700035333;N311;;
;N312;25.2539588;51.57021135;25.2539588;51.57021135;N312;;
;N313;25.2534803;51.5704191667;25.2534803;51.5704191667;N313;;
;N314;25.2530018;51.5706269833;25.2530018;51.5706269833;N314;;
;N315;25.2515674667;51.5697773667;25.2515674667;51.5697773667;N315;;
;N316;25.2517238333;51.5701977333;25.2517238333;51.5701977333;N316;;
;N317;25.2510907;51.5685592667;25.2510907;51.5685592667;N317;;
;N318;25.2512509;51.5689581333;25.2512509;51.5689581333;N318;;
;N319;25.2709542;51.566059;25.2709542;51.566059;N319;;
;N320;25.2703934;51.5665086667;25.2703934;51.5665086667;N320;;
;N321;25.2702614;51.5661353333;25.2702614;51.5661353333;N321;;
;N322;25.2697564667;51.566783;25.2697564667;51.566783;N322;;
;N323;25.2696245333;51.566406;25.2696245333;51.566406;N323;;
;N324;25.2691224;51.567056;25.2691224;51.567056;N324;;
;N325;25.2689788;51.56668;25.2689788;51.56668;N325;;
;N326;25.2684904;51.5673283333;25.2684904;51.5673283333;N326;;
;N327;25.2683489;51.5669476667;25.2683489;51.5669476667;N327;;
;N328;25.2702425667;51.5641476667;25.2702425667;51.5641476667;N328;;
;N329;25.2703828333;51.5645483333;25.2703828333;51.5645483333;N329;;
;N330;25.2696254667;51.5644113333;25.2696254667;51.5644113333;N330;;
;N331;25.2697725333;51.5648166667;25.2697725333;51.5648166667;N331;;
;N332;25.2689899333;51.564684;25.2689899333;51.564684;N332;;
;N333;25.2691368667;51.565097;25.2691368667;51.565097;N333;;
;N334;25.268357;51.564955;25.268357;51.564955;N334;;
;N335;25.2685025;51.565376;25.2685025;51.565376;N335;;
;N336;25.2677203;51.565245;25.2677203;51.565245;N336;;
;N337;25.2678688;51.565664;25.2678688;51.565664;N337;;
;N338;25.2667288;51.566349;25.2667288;51.566349;N338;;
;N339;25.2663317;51.566531;25.2663317;51.566531;N339;;
;N340;25.2670012667;51.567087;25.2670012667;51.567087;N340;;
;N341;25.2666062333;51.567267;25.2666062333;51.567267;N341;;
;N342;25.2672702667;51.5678153333;25.2672702667;51.5678153333;N342;;
;N343;25.2668775333;51.5679936667;25.2668775333;51.5679936667;N343;;
;N344;25.2675419333;51.5685576667;25.2675419333;51.5685576667;N344;;
;N345;25.2671504667;51.5687283333;25.2671504667;51.5687283333;N345;;
;N346;25.2678133667;51.5693093333;25.2678133667;51.5693093333;N346;;
;N347;25.2674289333;51.5694826667;25.2674289333;51.5694826667;N347;;
;N348;25.2680765;51.5700373333;25.2680765;51.5700373333;N348;;
;N349;25.2676992;51.5702146667;25.2676992;51.5702146667;N349;;
;N350;25.2683470333;51.5707866667;25.2683470333;51.5707866667;N350;;
;N351;25.2679727667;51.5709563333;25.2679727667;51.5709563333;N351;;
;N352;25.2654572333;51.572014;25.2654572333;51.572014;N352;;
;N353;25.2658434667;51.571844;25.2658434667;51.571844;N353;;
;N354;25.2652004333;51.5713016667;25.2652004333;51.5713016667;N354;;
;N355;25.2655820667;51.5711263333;25.2655820667;51.5711263333;N355;;
;N356;25.2649376667;51.5705756667;25.2649376667;51.5705756667;N356;;
;N357;25.2653211333;51.5704113333;25.2653211333;51.5704113333;N357;;
;N358;25.2646681333;51.5698306667;25.2646681333;51.5698306667;N358;;
;N359;25.2650450667;51.5696543333;25.2650450667;51.5696543333;N359;;
;N360;25.2643970333;51.5690813333;25.2643970333;51.5690813333;N360;;
;N361;25.2647791667;51.5689256667;25.2647791667;51.5689256667;N361;;
;N362;25.2641317667;51.568348;25.2641317667;51.568348;N362;;
;N363;25.2645104333;51.568189;25.2645104333;51.568189;N363;;
;N364;25.2638654333;51.5676123333;25.2638654333;51.5676123333;N364;;
;N365;25.2642387667;51.5674446667;25.2642387667;51.5674446667;N365;;
;N366;25.2638694;51.5737225;25.2638694;51.5737225;N366;;
;N367;25.26447805;51.573475;25.26447805;51.573475;N367;;
;N368;25.265119;51.5732145;25.265119;51.5732145;N368;;
;N369;25.26458665;51.572795;25.26458665;51.572795;N369;;
;N370;25.26398515;51.573057;25.26398515;51.573057;N370;;
;N371;25.26338015;51.573321;25.26338015;51.573321;N371;;
;N372;25.26502475;51.57383;25.26502475;51.57383;N372;;
;N373;25.2657203;51.573952;25.2657203;51.573952;N373;;
;N374;25.2655552;51.573528;25.2655552;51.573528;N374;;
;N375;25.2658276;51.5752105;25.2658276;51.5752105;N375;;
;N376;25.26569995;51.574863;25.26569995;51.574863;N376;;
;N377;25.2655782;51.574518;25.2655782;51.574518;N377;;
;N378;25.2620327;51.5650753333;25.2620327;51.5650753333;N378;;
;N379;25.261522;51.5650976667;25.261522;51.5650976667;N379;;
;N380;25.2597025;51.5632186667;25.2597025;51.5632186667;N380;;
;N381;25.2595435;51.5627923333;25.2595435;51.5627923333;N381;;
;N382;25.2603207333;51.5629453333;25.2603207333;51.5629453333;N382;;
;N383;25.2601761667;51.5625126667;25.2601761667;51.5625126667;N383;;
;N384;25.2609238667;51.5626796667;25.2609238667;51.5626796667;N384;;
;N385;25.2607719333;51.5622503333;25.2607719333;51.5622503333;N385;;
;N386;25.2615465333;51.562404;25.2615465333;51.562404;N386;;
;N387;25.2613851667;51.561979;25.2613851667;51.561979;N387;;
;N388;25.2621242;51.562149;25.2621242;51.562149;N388;;
;N389;25.2619651;51.561723;25.2619651;51.561723;N389;;
;N390;25.2627169333;51.5618876667;25.2627169333;51.5618876667;N390;;
;N391;25.2625658667;51.5614583333;25.2625658667;51.5614583333;N391;;
;N392;25.2633195667;51.561621;25.2633195667;51.561621;N392;;
;N393;25.2631749333;51.561189;25.2631749333;51.561189;N393;;
;N394;25.2634892;51.5602277;25.2634892;51.5602277;N394;;
;N395;25.2636435;51.5606658;25.2636435;51.5606658;N395;;
;N396;25.2637978;51.5611039;25.2637978;51.5611039;N396;;
;N397;25.2655711333;51.5594101667;25.2655711333;51.5594101667;N397;;
;N398;25.2657480667;51.5598774333;25.2657480667;51.5598774333;N398;;
;N399;25.26304195;51.558976;25.26304195;51.558976;N399;;
;N400;25.26359655;51.55872;25.26359655;51.55872;N400;;
;N401;25.2641462;51.558486;25.2641462;51.558486;N401;;
;N402;25.26466155;51.5583225;25.26466155;51.5583225;N402;;
;N403;25.26513015;51.5581555;25.26513015;51.5581555;N403;;
;N404;25.26380685;51.559556;25.26380685;51.559556;N404;;
;N405;25.2641829;51.5594005;25.2641829;51.5594005;N405;;
;N406;25.2644113;51.5610205;25.2644113;51.5610205;N406;;
;N407;25.2648958;51.560785;25.2648958;51.560785;N407;;
;N408;25.2653899;51.56058;25.2653899;51.56058;N408;;
;N409;25.2701636333;51.5585756667;25.2701636333;51.5585756667;N409;;
;N410;25.2700083667;51.5581603333;25.2700083667;51.5581603333;N410;;
;N411;25.2707648333;51.558314;25.2707648333;51.558314;N411;;
;N412;25.2706122667;51.55788;25.2706122667;51.55788;N412;;
;N413;25.2713793667;51.5580636667;25.2713793667;51.5580636667;N413;;
;N414;25.2712376333;51.5576243333;25.2712376333;51.5576243333;N414;;
;N415;25.2720054667;51.557827;25.2720054667;51.557827;N415;;
;N416;25.2718481333;51.557379;25.2718481333;51.557379;N416;;
;N417;25.2726152333;51.5575926667;25.2726152333;51.5575926667;N417;;
;N418;25.2724504667;51.5571253333;25.2724504667;51.5571253333;N418;;
;N419;25.2732163;51.5572633333;25.2732163;51.5572633333;N419;;
;N420;25.2730455;51.5568136667;25.2730455;51.5568136667;N420;;
;N421;25.2731305;51.5580555;25.2731305;51.5580555;N421;;
;N422;25.27308355;51.5578865;25.27308355;51.5578865;N422;;
;N423;25.2738141;51.5575205;25.2738141;51.5575205;N423;;
;N424;25.2676823167;51.5601655167;25.2676823167;51.5601655167;N424;;
;N425;25.2681623333;51.5599506333;25.2681623333;51.5599506333;N425;;
;N426;25.26864235;51.55973575;25.26864235;51.55973575;N426;;
;N427;25.2691223667;51.5595208667;25.2691223667;51.5595208667;N427;;
