%SECTION%1%;Nodes;
%FIELDS%;node_id;x;y;lat;lon;name;specification;
%DESRIPTION%;ID;x-coordination;y-coordination;latitude;longitude;name;{'', gate, runway, holding_point, intermediate};
;305;800614.6889300137;2470658.1392945936;22.315507;113.9179413;;intermediate;
;308;800627.2931110973;2470669.74380322;22.3156095;113.9180657;;intermediate;
;311;800690.4397969196;2470683.435074535;22.315722;113.9186806;;intermediate;
;313;800702.2086658166;2470693.9705528053;22.315815;113.9187967;;intermediate;
;316;800780.0005128784;2470726.7544277348;22.3160972;113.9195572;;intermediate;
;317;800698.5817467803;2470739.619672784;22.3162275;113.9187701;;intermediate;
;318;800609.4803330642;2470755.1518259994;22.3163832;113.917909;;intermediate;
;319;800557.5502158696;2470764.565257372;22.3164772;113.9174072;;intermediate;
;320;800368.4461808684;2470764.8082774095;22.3165124;113.9155735;;intermediate;
;321;800512.6537618495;2470771.288664083;22.3165457;113.9169731;;intermediate;
;322;800428.7967213115;2470771.6281132707;22.3165634;113.91616;;intermediate;
;323;800469.1523105378;2470774.1378067783;22.316579;113.9165518;;intermediate;
;324;801261.0011676673;2470852.5647500213;22.3171482;113.9242451;;intermediate;
;325;801248.9405238323;2470870.385876538;22.3173111;113.9241315;;intermediate;
;326;801237.6990975433;2470881.0629386306;22.3174094;113.9240245;;intermediate;
;327;801211.9872529623;2470891.8472700496;22.3175112;113.9237772;;intermediate;
;328;801045.6704949228;2470922.0614054264;22.3178129;113.9221701;;intermediate;
;329;800822.127383447;2470931.1850893437;22.3179343;113.9200041;;intermediate;
;330;800973.1633814083;2470934.333102045;22.3179363;113.9214693;;intermediate;
;331;800900.173352663;2470937.4740446107;22.3179774;113.9207621;;intermediate;
;332;801968.6187483998;2471083.578956795;22.3191085;113.9311504;;intermediate;
;333;801489.8741223766;2471083.2214390556;22.3191892;113.9265079;;intermediate;
;334;801420.7781430897;2471095.0806363756;22.3193083;113.9258401;;intermediate;
;335;801384.9115580863;2471097.753899295;22.3193387;113.9254928;;intermediate;
;336;801278.8551406143;2471096.9262023307;22.3193498;113.9244642;;intermediate;
;337;801349.6617941824;2471099.9958711094;22.3193651;113.9251514;;intermediate;
;338;801984.2951887283;2471168.872883692;22.3198753;113.9313185;;intermediate;
;339;801997.2215343688;2471179.2214346956;22.3199664;113.9314458;;intermediate;
;340;802010.3427079879;2471201.8211758304;22.320168;113.9315773;;intermediate;
;343;802005.3942454787;2471237.8020801926;22.3204935;113.9315361;;intermediate;
;344;801971.5452382744;2471326.5663230596;22.3213003;113.9312246;;intermediate;
;345;801966.4653749336;2471333.250699864;22.3213615;113.9311766;;intermediate;
;356;800900.8871889171;2469057.640114911;22.3010166;113.920416;;intermediate;
;357;801060.1982960191;2469395.9119392447;22.3040408;113.9220242;;intermediate;
;358;801104.111883542;2469424.7042002846;22.3042929;113.9224554;;intermediate;
;359;801143.3785266923;2469454.3264888646;22.3045533;113.9228417;;intermediate;
;360;801204.6640466563;2469511.0869107204;22.3050547;113.9234466;;intermediate;
;362;801259.9595422233;2469573.5725221946;22.3056088;113.9239945;;intermediate;
;363;801989.0848129026;2470040.4229552425;22.3096932;113.9311522;;intermediate;
;369;801615.5622134808;2470614.278062895;22.3149362;113.9276384;;intermediate;
;370;800898.089589931;2470609.617111704;22.3150197;113.9206803;;intermediate;
;371;801591.4401901176;2470624.4055512957;22.3150318;113.9274064;;intermediate;
;372;801780.7329544232;2470674.6332468004;22.3154518;113.9292514;;intermediate;
;373;800923.6541229731;2470671.381946763;22.3155725;113.9209398;;intermediate;
;374;801784.9977714969;2470693.447361367;22.3156208;113.9292963;;intermediate;
;375;801783.423819739;2470710.7625820874;22.3157773;113.9292843;;intermediate;
;376;801094.254059594;2470735.2595824874;22.316119;113.9226061;;intermediate;
;377;801304.6331823461;2470757.948685831;22.3162869;113.9246504;;intermediate;
;380;798745.8521879896;2468542.2607635614;22.2967416;113.8994247;;intermediate;
;381;798762.7227036839;2468544.0147001534;22.2967545;113.8995886;07R/25L;runway;
;387;798693.3126328624;2468599.7708242894;22.2972696;113.898926;;intermediate;
;388;798682.176600371;2468631.299306716;22.297556;113.8988239;;intermediate;
;389;798670.5092402577;2468664.1808243883;22.2978547;113.8987169;;intermediate;
;390;798668.9406198601;2468673.8928670096;22.2979426;113.8987035;;intermediate;
;396;798646.8299725982;2468729.0949238646;22.2984445;113.8984994;;intermediate;
;402;798789.5513537396;2468804.1336054862;22.2990968;113.8998972;;intermediate;
;407;798785.3904004461;2468815.1036437447;22.2991965;113.8998589;;intermediate;
;410;798784.5604493446;2468820.1859936826;22.2992425;113.8998518;;intermediate;
;411;798989.1453148257;2468836.555126339;22.2993547;113.9018385;;intermediate;
;419;799054.2860182071;2468859.59795445;22.2995513;113.9024744;;intermediate;
;432;798806.1648394978;2468869.6779816914;22.2996853;113.9000705;;intermediate;
;436;799139.5476430721;2468886.962854947;22.2997834;113.9033062;;intermediate;
;438;799002.9708413302;2468886.1416874933;22.2997997;113.9019818;;intermediate;
;440;799000.4602531516;2468890.65970945;22.2998409;113.9019583;;intermediate;
;441;799000.663438886;2468893.500939532;22.2998665;113.9019608;;intermediate;
;448;799239.9090850083;2468923.9178414517;22.3000994;113.9042862;;intermediate;
;455;798762.1511000972;2469071.20133187;22.3015112;113.8996813;;intermediate;
;456;798799.7759084208;2469085.0693532396;22.3016298;113.9000487;;intermediate;
;457;798832.6487584908;2469097.1947020986;22.3017335;113.9003697;;intermediate;
;458;798864.9686833804;2469109.1099961866;22.3018354;113.9006853;;intermediate;
;459;798899.6745011434;2469121.913576445;22.3019449;113.9010242;;intermediate;
;460;798932.9774507126;2469134.1915120636;22.3020499;113.9013494;;intermediate;
;461;799563.8503432595;2469151.735688043;22.3020986;113.9074697;;intermediate;
;463;799579.1514127725;2469155.156111947;22.3021268;113.9076187;;intermediate;
;465;798973.0186447494;2469148.9598817853;22.3021762;113.9017404;;intermediate;
;470;799044.3963587352;2469175.281566692;22.3024013;113.9024374;;intermediate;
;471;799083.2392607643;2469189.6060266774;22.3025238;113.9028167;;intermediate;
;473;799203.2186600511;2469233.85455745;22.3029022;113.9039883;;intermediate;
;474;799237.8524806976;2469246.6243303423;22.3030114;113.9043265;;intermediate;
;475;799270.950069148;2469258.8326067096;22.3031158;113.9046497;;intermediate;
;476;799304.9078500888;2469271.3567760126;22.3032229;113.9049813;;intermediate;
;477;799338.2306645392;2469283.647130356;22.303328;113.9053067;;intermediate;
;478;799468.5040157284;2469290.3019920024;22.3033654;113.9065711;;intermediate;
;480;799374.4002623295;2469296.989900229;22.3034421;113.9056599;;intermediate;
;486;800767.1986827771;2469488.427057927;22.3049267;113.9192006;;intermediate;
;487;800776.0616006241;2469495.692013573;22.3049907;113.9192879;;intermediate;
;488;801046.4324553369;2469584.241969899;22.3057424;113.9219261;;intermediate;
;489;800849.9359821288;2469581.9881759775;22.3057564;113.9200204;;intermediate;
;491;801053.2678911436;2469590.7474032966;22.3057999;113.9219936;;intermediate;
;492;801708.6503168597;2469628.8839619746;22.3060293;113.9283555;07R/25L;runway;
;493;801716.8596100027;2469636.8572639003;22.3060998;113.9284366;;intermediate;
;495;800888.6701492689;2469631.117514787;22.3061929;113.9204052;;intermediate;
;497;800893.8977853472;2469637.569573435;22.3062502;113.9204571;;intermediate;
;498;801770.7681173275;2469655.4050207594;22.3062577;113.9289628;;intermediate;
;505;801727.95783856;2469680.3540581865;22.3064903;113.9285524;;intermediate;
;506;801288.5971013571;2469678.4901317074;22.3065504;113.9242919;;intermediate;
;507;801875.5925895553;2469690.4479661817;22.3065555;113.9299858;07R/25L;runway;
;508;801306.210205783;2469684.9719185745;22.3066058;113.9244639;;intermediate;
;509;802180.7853474827;2469710.5448515015;22.3066833;113.9329488;;intermediate;
;511;801371.8111654663;2469702.6033809595;22.3067534;113.9251033;;intermediate;
;512;801379.0671801246;2469708.6848829906;22.306807;113.9251748;;intermediate;
;515;801993.4640959396;2469733.9249325935;22.3069271;113.9311369;07R/25L;runway;
;516;802008.167951714;2469740.9716998;22.3069881;113.9312808;;intermediate;
;519;802165.5762179373;2469751.7571805962;22.3070578;113.9328091;;intermediate;
;523;802049.3839883842;2469754.552217366;22.3071034;113.931683;07R/25L;runway;
;526;802070.3986519801;2469761.6441412754;22.3071637;113.9318881;;intermediate;
;530;802084.9676307086;2469767.668676484;22.3072155;113.9320305;07R/25L;runway;
;534;802106.8961380501;2469774.966841839;22.3072775;113.9322445;;intermediate;
;537;802106.1906704155;2469777.3028483554;22.3072987;113.9322381;;intermediate;
;541;801691.0756917796;2469780.3098897315;22.3073986;113.9282136;;intermediate;
;543;801690.447056285;2469786.659646388;22.307456;113.9282087;;intermediate;
;549;800995.3513933746;2469781.2035891134;22.3075284;113.9214678;;intermediate;
;550;802040.1750817436;2469803.850361883;22.3075498;113.931603;;intermediate;
;556;801630.1227913392;2469804.308371594;22.3076258;113.9276271;;intermediate;
;559;801638.6691996922;2469805.006290894;22.3076306;113.9277101;;intermediate;
;563;801195.4710269535;2469799.667380123;22.30766;113.9234117;;intermediate;
;568;800991.4543622229;2469802.9625758436;22.3077254;113.9214341;;intermediate;
;570;801192.1123576881;2469809.067592477;22.3077454;113.9233809;;intermediate;
;573;802135.167451271;2469833.1734339395;22.3077977;113.9325296;;intermediate;
;578;801708.7619725605;2469835.0624954137;22.3078895;113.9283954;;intermediate;
;581;801722.9582051033;2469838.5080592455;22.3079181;113.9285337;;intermediate;
;589;802021.419476762;2469858.8150715833;22.308049;113.9314315;;intermediate;
;591;801661.1031414587;2469856.3929228;22.3080903;113.9279373;;intermediate;
;592;801021.4314094272;2469844.6519812862;22.3080963;113.9217326;;intermediate;
;593;798541.3147528511;2469799.483393102;22.3081205;113.8976757;;intermediate;
;594;801661.1543310278;2469861.193096505;22.3081336;113.9279387;;intermediate;
;595;801176.1495927485;2469852.0614443007;22.3081361;113.9232342;;intermediate;
;597;801656.7746781129;2469873.233476834;22.308243;113.9278985;;intermediate;
;599;801652.9377681124;2469878.0357492813;22.308287;113.9278622;;intermediate;
;602;802114.6374808254;2469891.328898445;22.308326;113.9323415;;intermediate;
;603;802008.4146220273;2469893.2982591093;22.3083624;113.9313119;;intermediate;
;605;801568.2439222571;2469885.591034728;22.30837;113.9270424;;intermediate;
;611;801603.0923353955;2469898.326355282;22.3084788;113.9273827;;intermediate;
;615;802106.6036278673;2469915.1908485484;22.3085427;113.9322681;;intermediate;
;621;802101.1024034412;2469928.6723767323;22.3086653;113.9322173;;intermediate;
;622;801675.3672376823;2469922.206943605;22.3086816;113.928088;;intermediate;
;623;801191.323754506;2469913.0599746653;22.3086838;113.9233928;;intermediate;
;624;801599.5336431367;2469925.4563105665;22.3087242;113.9273533;;intermediate;
;626;801986.4199449857;2469935.575819196;22.3087477;113.9311066;;intermediate;
;628;801197.2936428869;2469921.6435066066;22.3087602;113.9234523;;intermediate;
;629;801691.6922840197;2469931.2688538847;22.3087605;113.928248;;intermediate;
;633;802037.6286020417;2469952.3542556665;22.3088901;113.9316063;;intermediate;
;634;801143.701307764;2469940.022984028;22.3089354;113.9229361;;intermediate;
;636;802047.0237927416;2469959.7855709535;22.3089555;113.9316988;;intermediate;
;640;801628.3600441853;2469954.079460398;22.3089774;113.9276382;;intermediate;
;647;801965.4972364772;2469975.2363368436;22.3091092;113.9309112;;intermediate;
;649;801621.6274476751;2469970.4521697355;22.3091263;113.927576;;intermediate;
;651;801962.8237046425;2469983.8517408194;22.3091874;113.9308869;;intermediate;
;654;801221.7826168103;2469972.415252188;22.309214;113.9236993;;intermediate;
;655;801630.6825102689;2469980.536659283;22.3092157;113.9276657;;intermediate;
;656;801961.7402432183;2469990.78009246;22.3092501;113.9308777;;intermediate;
;658;801130.6736245218;2469975.2598710903;22.3092556;113.9228164;;intermediate;
;660;802044.433217748;2469997.5524346037;22.3092967;113.9316808;;intermediate;
;661;801632.0243179835;2469991.635180891;22.3093156;113.9276808;;intermediate;
;666;798959.1759171006;2469949.417210039;22.3094008;113.9017555;;intermediate;
;668;802026.6502542135;2470008.8555879556;22.3094018;113.9315105;;intermediate;
;671;802059.154831963;2470012.158647219;22.3094259;113.9318263;;intermediate;
;672;798804.9950092407;2469950.7072056537;22.3094392;113.9002607;;intermediate;
;679;798803.5881385573;2469961.1206022683;22.3095334;113.900249;;intermediate;
;680;801946.7666417744;2470023.0969921486;22.3095443;113.9307386;;intermediate;
;686;798903.8917577171;2469972.3156109615;22.309617;113.9012237;;intermediate;
;691;798745.4893612842;2469975.952186713;22.3096773;113.8996884;;intermediate;
;693;798900.0828616765;2469980.000638902;22.309687;113.9011882;;intermediate;
;694;798758.0135312185;2469977.86658819;22.3096924;113.8998102;;intermediate;
;702;802036.0256037979;2470059.7452909164;22.3098593;113.931611;;intermediate;
;710;798836.4860536547;2470011.517295448;22.3099824;113.9005774;;intermediate;
;711;802028.7896763121;2470074.4012197563;22.3099928;113.9315436;;intermediate;
;712;802297.2880617103;2470079.833842783;22.3099947;113.9341481;;intermediate;
;716;798846.1185629799;2470022.2206178363;22.3100773;113.9006728;;intermediate;
;720;798779.1535493766;2470026.7292219405;22.3101296;113.9000243;;intermediate;
;721;798775.6648629988;2470026.883796665;22.3101316;113.8999905;;intermediate;
;722;798774.1666567064;2470034.0037020356;22.3101961;113.8999773;;intermediate;
;723;802017.4385132213;2470103.928918771;22.3102612;113.9314391;;intermediate;
;724;799269.6459263009;2470063.900178304;22.3103798;113.9047874;;intermediate;
;728;798985.6813884331;2470069.915081489;22.3104834;113.902035;;intermediate;
;729;799001.6602419256;2470070.222598884;22.3104834;113.90219;;intermediate;
;736;799342.2709784114;2470093.750248226;22.3106365;113.9054972;;intermediate;
;738;802002.2007399567;2470147.180141693;22.3106541;113.9312995;;intermediate;
;747;799297.7796201026;2470113.6632243874;22.3108239;113.9050695;;intermediate;
;751;798738.3354536532;2470141.5096559473;22.3111723;113.8996499;;intermediate;
;755;801743.6313193359;2470238.073090562;22.3115195;113.9288094;;intermediate;
;757;801749.7827737298;2470250.0298274746;22.3116263;113.9288713;;intermediate;
